timestamp,temperature_c,humidity_air_pct,soil_moisture_pct
2025-01-02 10:30:00,27.01,70.3,85.64
2025-01-02 11:00:00,25.2,67.6,90.0
2025-01-02 11:30:00,25.96,73.68,89.74
2025-01-02 12:00:00,23.62,73.8,89.42
2025-01-02 12:30:00,22.99,79.77,88.94
2025-01-02 13:00:00,24.14,77.81,88.67
2025-01-02 13:30:00,23.46,73.96,88.56
2025-01-02 14:00:00,21.36,82.61,88.27
2025-01-02 14:30:00,18.41,83.11,88.1
2025-01-02 15:00:00,21.06,76.58,87.75
2025-01-02 15:30:00,20.91,76.87,87.45
2025-01-02 16:00:00,18.02,88.35,87.32
2025-01-02 16:30:00,18.86,84.12,86.84
2025-01-02 17:00:00,19.47,80.34,86.56
2025-01-02 17:30:00,18.08,88.6,86.08
2025-01-02 18:00:00,18.22,84.68,85.95
2025-01-02 18:30:00,17.53,90.49,85.8
2025-01-02 19:00:00,18.92,86.07,85.41
2025-01-02 19:30:00,17.54,86.24,85.01
2025-01-02 20:00:00,18.79,85.78,84.76
2025-01-02 20:30:00,19.24,83.91,84.32
2025-01-02 21:00:00,20.42,84.61,84.18
2025-01-02 21:30:00,20.8,81.46,83.95
2025-01-02 22:00:00,21.26,80.09,83.47
2025-01-02 22:30:00,20.35,88.59,83.25
2025-01-02 23:00:00,23.37,78.63,82.83
2025-01-02 23:30:00,22.44,75.43,82.71
2025-01-03 00:00:00,24.78,73.0,82.47
2025-01-03 00:30:00,24.33,72.65,82.12
2025-01-03 01:00:00,25.75,69.98,81.99
2025-01-03 01:30:00,25.18,73.34,81.86
2025-01-03 02:00:00,25.84,67.09,81.43
2025-01-03 02:30:00,26.43,69.51,81.02
2025-01-03 03:00:00,28.93,64.66,80.88
2025-01-03 03:30:00,28.23,65.68,80.76
2025-01-03 04:00:00,29.45,61.61,80.36
2025-01-03 04:30:00,29.11,65.99,80.15
2025-01-03 05:00:00,29.97,63.09,80.02
2025-01-03 05:30:00,29.82,64.86,79.67
2025-01-03 06:00:00,31.72,57.25,79.34
2025-01-03 06:30:00,31.75,57.07,79.13
2025-01-03 07:00:00,28.1,65.23,78.8
2025-01-03 07:30:00,30.07,68.49,78.58
2025-01-03 08:00:00,28.48,67.52,78.12
2025-01-03 08:30:00,28.14,72.21,77.65
2025-01-03 09:00:00,29.19,63.22,77.16
2025-01-03 09:30:00,26.87,73.32,76.67
2025-01-03 10:00:00,26.91,72.9,76.4
2025-01-03 10:30:00,27.0,69.13,75.99
2025-01-03 11:00:00,25.19,74.48,75.71
2025-01-03 11:30:00,25.65,73.25,75.52
2025-01-03 12:00:00,22.77,81.29,75.37
2025-01-03 12:30:00,25.24,72.87,75.06
2025-01-03 13:00:00,24.1,80.07,74.61
2025-01-03 13:30:00,22.96,81.18,74.23
2025-01-03 14:00:00,21.85,74.03,73.97
2025-01-03 14:30:00,20.78,83.58,73.66
2025-01-03 15:00:00,21.06,76.74,73.22
2025-01-03 15:30:00,18.39,86.04,72.94
2025-01-03 16:00:00,17.15,88.43,72.59
2025-01-03 16:30:00,19.1,81.99,72.42
2025-01-03 17:00:00,18.15,89.56,72.05
2025-01-03 17:30:00,17.78,85.06,71.88
2025-01-03 18:00:00,17.91,84.07,71.7
2025-01-03 18:30:00,19.57,83.96,71.58
2025-01-03 19:00:00,17.64,88.35,71.13
2025-01-03 19:30:00,18.11,86.11,70.71
2025-01-03 20:00:00,18.38,84.51,70.46
2025-01-03 20:30:00,17.59,91.92,70.17
2025-01-03 21:00:00,20.22,83.5,69.87
2025-01-03 21:30:00,19.66,80.82,69.56
2025-01-03 22:00:00,20.39,77.94,69.45
2025-01-03 22:30:00,20.48,78.79,69.3
2025-01-03 23:00:00,23.8,78.05,68.88
2025-01-03 23:30:00,22.51,75.4,68.55
2025-01-04 00:00:00,23.17,76.09,68.34
2025-01-04 00:30:00,24.74,79.25,68.1
2025-01-04 01:00:00,24.43,75.82,67.96
2025-01-04 01:30:00,25.03,71.47,67.79
2025-01-04 02:00:00,27.04,66.43,67.53
2025-01-04 02:30:00,26.81,66.66,67.04
2025-01-04 03:00:00,27.78,69.7,66.87
2025-01-04 03:30:00,28.32,68.61,66.54
2025-01-04 04:00:00,28.67,67.38,66.31
2025-01-04 04:30:00,27.89,67.36,66.16
2025-01-04 05:00:00,30.31,57.4,66.0
2025-01-04 05:30:00,29.27,64.59,65.77
2025-01-04 06:00:00,30.81,59.66,65.57
2025-01-04 06:30:00,30.42,66.48,65.28
2025-01-04 07:00:00,30.26,61.88,64.85
2025-01-04 07:30:00,30.09,61.0,64.37
2025-01-04 08:00:00,29.27,64.0,64.04
2025-01-04 08:30:00,29.47,62.83,63.86
2025-01-04 09:00:00,28.56,64.62,63.49
2025-01-04 09:30:00,28.94,64.14,63.23
2025-01-04 10:00:00,25.37,69.24,62.94
2025-01-04 10:30:00,27.01,74.0,62.75
2025-01-04 11:00:00,26.22,63.93,62.29
2025-01-04 11:30:00,24.37,77.69,62.13
2025-01-04 12:00:00,24.51,80.8,61.67
2025-01-04 12:30:00,23.63,73.19,61.47
2025-01-04 13:00:00,22.5,76.56,61.07
2025-01-04 13:30:00,23.28,74.92,60.93
2025-01-04 14:00:00,20.78,78.5,60.51
2025-01-04 14:30:00,21.61,77.02,60.12
2025-01-04 15:00:00,20.09,88.45,59.92
2025-01-04 15:30:00,18.33,90.82,59.64
2025-01-04 16:00:00,19.03,81.57,59.34
2025-01-04 16:30:00,18.89,87.39,58.96
2025-01-04 17:00:00,17.57,89.27,58.63
2025-01-04 17:30:00,19.48,82.51,58.16
2025-01-04 18:00:00,17.21,88.21,57.67
2025-01-04 18:30:00,18.04,90.19,57.33
2025-01-04 19:00:00,18.08,85.56,75.24
2025-01-04 19:30:00,18.89,78.27,74.77
2025-01-04 20:00:00,19.82,80.9,74.49
2025-01-04 20:30:00,17.9,86.75,74.32
2025-01-04 21:00:00,20.4,81.73,74.08
2025-01-04 21:30:00,18.94,86.66,73.6
2025-01-04 22:00:00,20.36,81.78,73.1
2025-01-04 22:30:00,20.46,82.53,72.7
2025-01-04 23:00:00,22.36,78.75,72.52
2025-01-04 23:30:00,24.5,70.67,72.39
2025-01-05 00:00:00,25.11,64.8,72.11
2025-01-05 00:30:00,23.06,77.5,71.94
2025-01-05 01:00:00,25.43,73.72,71.73
2025-01-05 01:30:00,25.26,72.26,71.57
2025-01-05 02:00:00,26.93,69.23,71.38
2025-01-05 02:30:00,27.08,68.45,71.21
2025-01-05 03:00:00,27.96,66.39,71.01
2025-01-05 03:30:00,28.43,66.9,70.75
2025-01-05 04:00:00,28.67,62.85,86.15
2025-01-05 04:30:00,29.46,60.33,85.88
2025-01-05 05:00:00,29.38,67.39,85.68
2025-01-05 05:30:00,28.55,67.72,85.33
2025-01-05 06:00:00,28.33,71.42,85.11
2025-01-05 06:30:00,29.56,65.07,84.66
2025-01-05 07:00:00,29.89,63.68,90.0
2025-01-05 07:30:00,31.52,61.98,89.8
2025-01-05 08:00:00,28.17,66.97,90.0
2025-01-05 08:30:00,29.35,61.36,89.79
2025-01-05 09:00:00,29.07,66.29,90.0
2025-01-05 09:30:00,29.54,68.63,89.63
2025-01-05 10:00:00,26.87,71.67,89.38
2025-01-05 10:30:00,26.72,70.15,89.04
2025-01-05 11:00:00,24.33,71.94,88.8
2025-01-05 11:30:00,26.01,65.72,88.51
2025-01-05 12:00:00,24.08,75.38,88.32
2025-01-05 12:30:00,24.49,69.47,88.2
2025-01-05 13:00:00,21.1,83.77,87.79
2025-01-05 13:30:00,22.59,76.81,87.49
2025-01-05 14:00:00,19.75,82.29,87.06
2025-01-05 14:30:00,20.13,85.53,86.72
2025-01-05 15:00:00,18.7,84.92,86.4
2025-01-05 15:30:00,20.41,84.03,86.04
2025-01-05 16:00:00,18.44,88.02,85.74
2025-01-05 16:30:00,19.46,84.48,85.63
2025-01-05 17:00:00,18.56,85.24,85.14
2025-01-05 17:30:00,19.11,84.54,84.7
2025-01-05 18:00:00,16.88,90.75,84.55
2025-01-05 18:30:00,17.17,92.5,84.16
2025-01-05 19:00:00,18.53,80.14,83.74
2025-01-05 19:30:00,18.9,86.05,83.39
2025-01-05 20:00:00,19.37,84.39,82.97
2025-01-05 20:30:00,19.78,81.38,82.71
2025-01-05 21:00:00,20.49,82.96,82.22
2025-01-05 21:30:00,18.41,80.9,81.82
2025-01-05 22:00:00,20.76,79.07,81.61
2025-01-05 22:30:00,19.45,80.47,81.24
2025-01-05 23:00:00,22.31,75.89,80.79
2025-01-05 23:30:00,24.29,72.42,80.62
2025-01-06 00:00:00,24.93,78.0,80.31
2025-01-06 00:30:00,23.59,74.03,80.14
2025-01-06 01:00:00,25.16,72.18,79.65
2025-01-06 01:30:00,25.25,68.97,79.25
2025-01-06 02:00:00,27.27,67.32,79.06
2025-01-06 02:30:00,28.89,68.04,78.73
2025-01-06 03:00:00,27.95,68.85,78.58
2025-01-06 03:30:00,28.68,68.9,78.26
2025-01-06 04:00:00,27.8,63.63,78.06
2025-01-06 04:30:00,28.52,65.93,77.87
2025-01-06 05:00:00,27.01,66.37,77.53
2025-01-06 05:30:00,30.85,57.9,77.2
2025-01-06 06:00:00,30.19,63.53,76.84
2025-01-06 06:30:00,30.32,64.5,76.41
2025-01-06 07:00:00,30.6,66.39,76.01
2025-01-06 07:30:00,29.5,61.5,75.61
2025-01-06 08:00:00,29.53,65.14,90.0
2025-01-06 08:30:00,29.35,64.44,89.65
2025-01-06 09:00:00,28.76,71.97,89.24
2025-01-06 09:30:00,28.44,70.85,88.75
2025-01-06 10:00:00,27.49,68.59,88.61
2025-01-06 10:30:00,26.64,70.3,88.39
2025-01-06 11:00:00,25.66,69.58,88.15
2025-01-06 11:30:00,25.11,73.92,90.0
2025-01-06 12:00:00,23.9,69.1,89.59
2025-01-06 12:30:00,22.64,76.5,89.09
2025-01-06 13:00:00,21.46,79.54,88.67
2025-01-06 13:30:00,23.34,80.24,88.46
2025-01-06 14:00:00,20.82,77.91,87.98
2025-01-06 14:30:00,20.02,87.94,87.77
2025-01-06 15:00:00,20.48,81.43,87.58
2025-01-06 15:30:00,19.82,82.68,87.33
2025-01-06 16:00:00,19.21,84.5,87.16
2025-01-06 16:30:00,19.37,86.43,86.72
2025-01-06 17:00:00,17.45,89.07,86.61
2025-01-06 17:30:00,19.2,86.07,86.32
2025-01-06 18:00:00,18.3,84.13,86.05
2025-01-06 18:30:00,17.41,88.14,85.72
2025-01-06 19:00:00,17.7,90.59,90.0
2025-01-06 19:30:00,17.84,80.04,89.66
2025-01-06 20:00:00,19.43,85.41,89.25
2025-01-06 20:30:00,18.03,86.8,89.05
2025-01-06 21:00:00,19.75,80.02,88.7
2025-01-06 21:30:00,19.58,83.92,88.47
2025-01-06 22:00:00,20.8,79.35,88.36
2025-01-06 22:30:00,20.2,81.76,88.03
2025-01-06 23:00:00,21.99,80.74,87.86
2025-01-06 23:30:00,23.57,78.64,87.75
2025-01-07 00:00:00,24.05,72.96,87.37
2025-01-07 00:30:00,24.72,75.47,87.13
2025-01-07 01:00:00,26.61,70.38,86.85
2025-01-07 01:30:00,26.94,69.71,86.72
2025-01-07 02:00:00,26.48,68.59,86.27
2025-01-07 02:30:00,27.42,66.44,85.91
2025-01-07 03:00:00,29.62,65.06,85.72
2025-01-07 03:30:00,28.27,66.81,85.54
2025-01-07 04:00:00,28.99,60.01,85.09
2025-01-07 04:30:00,28.81,70.1,84.85
2025-01-07 05:00:00,29.98,66.19,84.57
2025-01-07 05:30:00,30.66,61.57,84.11
2025-01-07 06:00:00,30.52,57.23,83.65
2025-01-07 06:30:00,31.18,64.78,83.26
2025-01-07 07:00:00,30.19,63.4,83.09
2025-01-07 07:30:00,29.78,66.97,82.89
2025-01-07 08:00:00,29.81,54.83,82.65
2025-01-07 08:30:00,28.91,61.83,82.16
2025-01-07 09:00:00,27.21,72.07,81.75
2025-01-07 09:30:00,28.21,68.02,81.56
2025-01-07 10:00:00,27.06,65.03,81.33
2025-01-07 10:30:00,25.75,70.21,80.98
2025-01-07 11:00:00,25.27,71.4,80.87
2025-01-07 11:30:00,25.3,78.64,80.43
2025-01-07 12:00:00,24.82,74.07,80.25
2025-01-07 12:30:00,23.94,75.0,79.94
2025-01-07 13:00:00,23.03,76.69,79.71
2025-01-07 13:30:00,23.18,77.68,79.43
2025-01-07 14:00:00,22.67,77.24,90.0
2025-01-07 14:30:00,20.25,84.43,89.63
2025-01-07 15:00:00,19.98,81.09,89.35
2025-01-07 15:30:00,20.2,79.86,88.91
2025-01-07 16:00:00,18.78,91.45,88.56
2025-01-07 16:30:00,18.44,86.31,88.09
2025-01-07 17:00:00,17.34,90.32,87.73
2025-01-07 17:30:00,17.59,88.72,87.37
2025-01-07 18:00:00,18.8,84.63,86.96
2025-01-07 18:30:00,18.45,87.16,86.7
2025-01-07 19:00:00,19.04,86.63,86.3
2025-01-07 19:30:00,19.24,83.74,86.15
2025-01-07 20:00:00,17.78,82.51,85.77
2025-01-07 20:30:00,17.56,86.97,85.52
2025-01-07 21:00:00,19.89,81.11,85.15
2025-01-07 21:30:00,17.96,85.03,84.7
2025-01-07 22:00:00,20.64,81.67,84.46
2025-01-07 22:30:00,22.16,73.22,84.15
2025-01-07 23:00:00,22.99,78.74,83.76
2025-01-07 23:30:00,22.24,79.69,83.29
2025-01-08 00:00:00,23.85,76.96,83.15
2025-01-08 00:30:00,23.3,73.44,82.93
2025-01-08 01:00:00,24.02,76.14,82.59
2025-01-08 01:30:00,25.07,68.1,82.44
2025-01-08 02:00:00,26.22,72.2,82.13
2025-01-08 02:30:00,27.13,65.93,81.93
2025-01-08 03:00:00,29.36,64.05,81.61
2025-01-08 03:30:00,28.62,66.18,81.27
2025-01-08 04:00:00,28.97,66.27,81.09
2025-01-08 04:30:00,30.12,61.87,80.63
2025-01-08 05:00:00,30.39,60.11,80.42
2025-01-08 05:30:00,31.25,58.01,80.28
2025-01-08 06:00:00,31.78,55.73,80.11
2025-01-08 06:30:00,29.72,64.93,90.0
2025-01-08 07:00:00,30.57,68.5,89.81
2025-01-08 07:30:00,29.72,71.29,89.31
2025-01-08 08:00:00,28.55,70.81,89.04
2025-01-08 08:30:00,29.65,68.58,88.83
2025-01-08 09:00:00,27.78,64.4,88.64
2025-01-08 09:30:00,28.27,64.15,88.51
2025-01-08 10:00:00,27.19,63.96,88.06
2025-01-08 10:30:00,25.41,73.31,87.83
2025-01-08 11:00:00,26.89,70.48,87.54
2025-01-08 11:30:00,26.0,71.23,87.37
2025-01-08 12:00:00,24.14,70.49,87.23
2025-01-08 12:30:00,23.41,79.89,86.86
2025-01-08 13:00:00,21.57,78.9,86.36
2025-01-08 13:30:00,23.42,76.59,86.05
2025-01-08 14:00:00,21.15,79.77,85.9
2025-01-08 14:30:00,21.57,82.74,85.79
2025-01-08 15:00:00,19.13,80.75,85.65
2025-01-08 15:30:00,18.29,87.95,85.39
2025-01-08 16:00:00,19.11,92.25,84.92
2025-01-08 16:30:00,18.87,84.96,84.67
2025-01-08 17:00:00,18.42,87.13,84.25
2025-01-08 17:30:00,18.06,84.6,84.08
2025-01-08 18:00:00,18.02,86.93,83.72
2025-01-08 18:30:00,17.98,89.49,83.38
2025-01-08 19:00:00,18.21,82.64,83.12
2025-01-08 19:30:00,17.72,87.01,83.01
2025-01-08 20:00:00,18.85,86.89,82.52
2025-01-08 20:30:00,18.86,79.36,82.24
2025-01-08 21:00:00,18.79,87.22,81.89
2025-01-08 21:30:00,19.59,88.3,81.77
2025-01-08 22:00:00,21.12,79.75,81.28
2025-01-08 22:30:00,20.51,81.07,80.9
2025-01-08 23:00:00,22.58,77.86,80.47
2025-01-08 23:30:00,23.21,72.13,80.16
2025-01-09 00:00:00,22.91,76.51,79.91
2025-01-09 00:30:00,24.43,76.41,90.0
2025-01-09 01:00:00,25.24,72.48,89.8
2025-01-09 01:30:00,25.64,68.36,90.0
2025-01-09 02:00:00,26.99,70.76,89.86
2025-01-09 02:30:00,27.96,66.61,89.72
2025-01-09 03:00:00,27.89,64.57,89.33
2025-01-09 03:30:00,27.15,63.87,89.05
2025-01-09 04:00:00,28.66,68.8,88.67
2025-01-09 04:30:00,29.74,62.06,88.55
2025-01-09 05:00:00,31.52,58.14,88.19
2025-01-09 05:30:00,30.84,66.01,88.06
2025-01-09 06:00:00,30.37,60.23,87.76
2025-01-09 06:30:00,29.71,64.14,90.0
2025-01-09 07:00:00,29.15,68.59,89.78
2025-01-09 07:30:00,30.34,65.79,89.61
2025-01-09 08:00:00,29.42,62.03,89.2
2025-01-09 08:30:00,29.68,67.57,88.95
2025-01-09 09:00:00,28.47,63.29,88.54
2025-01-09 09:30:00,27.78,67.56,88.05
2025-01-09 10:00:00,28.16,72.07,87.65
2025-01-09 10:30:00,26.32,71.44,87.41
2025-01-09 11:00:00,25.08,69.0,87.14
2025-01-09 11:30:00,26.02,71.41,86.94
2025-01-09 12:00:00,24.17,74.17,86.58
2025-01-09 12:30:00,24.24,75.31,86.14
2025-01-09 13:00:00,23.12,74.32,85.86
2025-01-09 13:30:00,23.16,78.89,85.5
2025-01-09 14:00:00,21.26,80.57,85.03
2025-01-09 14:30:00,20.92,80.89,84.64
2025-01-09 15:00:00,19.78,78.96,84.2
2025-01-09 15:30:00,21.6,83.03,83.9
2025-01-09 16:00:00,20.25,84.36,83.45
2025-01-09 16:30:00,18.31,87.82,90.0
2025-01-09 17:00:00,18.04,84.37,89.58
2025-01-09 17:30:00,19.54,85.1,89.23
2025-01-09 18:00:00,18.96,83.26,90.0
2025-01-09 18:30:00,16.84,86.0,89.84
2025-01-09 19:00:00,17.55,81.62,89.45
2025-01-09 19:30:00,16.85,93.68,89.18
2025-01-09 20:00:00,19.74,81.81,89.04
2025-01-09 20:30:00,20.58,80.96,88.91
2025-01-09 21:00:00,21.25,86.17,88.57
2025-01-09 21:30:00,19.26,86.97,88.14
2025-01-09 22:00:00,21.89,77.27,87.76
2025-01-09 22:30:00,18.78,87.84,87.6
2025-01-09 23:00:00,21.77,79.05,87.41
2025-01-09 23:30:00,22.6,79.53,87.14
2025-01-10 00:00:00,23.72,76.34,86.88
2025-01-10 00:30:00,24.96,67.27,86.54
2025-01-10 01:00:00,24.42,70.63,90.0
2025-01-10 01:30:00,25.67,66.36,89.78
2025-01-10 02:00:00,26.63,64.96,89.33
2025-01-10 02:30:00,27.41,66.58,89.05
2025-01-10 03:00:00,28.22,71.88,88.78
2025-01-10 03:30:00,27.76,68.88,88.44
2025-01-10 04:00:00,29.81,67.06,87.96
2025-01-10 04:30:00,29.12,64.16,87.76
2025-01-10 05:00:00,29.61,64.87,87.55
2025-01-10 05:30:00,30.99,60.21,87.42
2025-01-10 06:00:00,28.06,69.53,87.18
2025-01-10 06:30:00,30.05,64.44,86.71
2025-01-10 07:00:00,28.55,64.32,86.32
2025-01-10 07:30:00,30.43,58.38,86.14
2025-01-10 08:00:00,29.57,63.75,85.8
2025-01-10 08:30:00,28.61,63.35,85.36
2025-01-10 09:00:00,27.43,68.33,84.92
2025-01-10 09:30:00,28.38,65.13,84.6
2025-01-10 10:00:00,26.14,61.95,84.43
2025-01-10 10:30:00,27.35,71.01,84.15
2025-01-10 11:00:00,26.05,77.08,84.03
2025-01-10 11:30:00,25.41,76.31,83.91
2025-01-10 12:00:00,23.48,73.64,83.74
2025-01-10 12:30:00,24.1,79.68,83.56
2025-01-10 13:00:00,22.21,73.88,83.07
2025-01-10 13:30:00,23.15,76.46,82.75
2025-01-10 14:00:00,21.24,78.27,82.32
2025-01-10 14:30:00,21.09,76.5,82.11
2025-01-10 15:00:00,21.26,83.73,81.69
2025-01-10 15:30:00,19.81,85.94,81.53
2025-01-10 16:00:00,18.29,89.51,81.09
2025-01-10 16:30:00,18.54,84.72,80.92
2025-01-10 17:00:00,17.44,89.39,80.64
2025-01-10 17:30:00,18.22,90.79,80.15
2025-01-10 18:00:00,17.15,89.98,79.7
2025-01-10 18:30:00,18.95,92.87,79.31
2025-01-10 19:00:00,18.36,85.22,79.14
2025-01-10 19:30:00,18.34,90.27,78.76
2025-01-10 20:00:00,19.86,82.93,78.48
2025-01-10 20:30:00,19.84,83.25,78.25
2025-01-10 21:00:00,20.43,83.78,78.11
2025-01-10 21:30:00,19.44,81.34,77.83
2025-01-10 22:00:00,21.97,83.62,77.59
2025-01-10 22:30:00,21.32,80.28,77.24
2025-01-10 23:00:00,21.5,83.56,76.87
2025-01-10 23:30:00,22.67,76.88,76.68
2025-01-11 00:00:00,24.7,69.57,76.3
2025-01-11 00:30:00,23.2,74.57,76.19
2025-01-11 01:00:00,25.96,71.61,75.74
2025-01-11 01:30:00,26.06,74.21,75.54
2025-01-11 02:00:00,27.54,73.62,75.4
2025-01-11 02:30:00,27.89,66.87,75.08
2025-01-11 03:00:00,27.81,67.1,74.68
2025-01-11 03:30:00,28.81,64.07,74.46
2025-01-11 04:00:00,29.79,65.27,74.35
2025-01-11 04:30:00,28.45,69.36,73.92
2025-01-11 05:00:00,30.09,68.34,73.78
2025-01-11 05:30:00,29.78,62.53,73.56
2025-01-11 06:00:00,29.16,61.48,73.16
2025-01-11 06:30:00,30.76,66.61,72.7
2025-01-11 07:00:00,29.71,63.07,72.28
2025-01-11 07:30:00,29.85,66.78,72.15
2025-01-11 08:00:00,28.45,66.81,72.01
2025-01-11 08:30:00,29.98,64.55,71.56
2025-01-11 09:00:00,26.08,72.87,71.33
2025-01-11 09:30:00,28.65,69.82,70.87
2025-01-11 10:00:00,28.29,70.37,70.53
2025-01-11 10:30:00,27.06,64.07,70.39
2025-01-11 11:00:00,27.29,67.89,69.91
2025-01-11 11:30:00,25.59,76.91,69.56
2025-01-11 12:00:00,23.41,72.23,69.27
2025-01-11 12:30:00,23.66,73.61,68.78
2025-01-11 13:00:00,21.32,80.11,68.44
2025-01-11 13:30:00,22.51,73.6,85.53
2025-01-11 14:00:00,21.87,77.53,85.2
2025-01-11 14:30:00,21.3,79.85,84.94
2025-01-11 15:00:00,19.05,85.71,84.7
2025-01-11 15:30:00,19.74,86.74,84.32
2025-01-11 16:00:00,18.48,84.07,84.06
2025-01-11 16:30:00,19.47,83.52,83.67
2025-01-11 17:00:00,18.94,83.49,83.19
2025-01-11 17:30:00,18.32,84.52,82.82
2025-01-11 18:00:00,17.33,81.7,82.57
2025-01-11 18:30:00,19.22,83.09,82.44
2025-01-11 19:00:00,18.61,85.27,82.07
2025-01-11 19:30:00,19.15,79.51,81.97
2025-01-11 20:00:00,18.97,87.34,81.52
2025-01-11 20:30:00,18.85,83.06,90.0
2025-01-11 21:00:00,19.65,78.05,89.67
2025-01-11 21:30:00,19.89,80.15,89.43
2025-01-11 22:00:00,21.78,80.73,89.05
2025-01-11 22:30:00,20.05,85.67,88.83
2025-01-11 23:00:00,23.56,75.13,88.4
2025-01-11 23:30:00,22.34,80.75,88.17
2025-01-12 00:00:00,25.04,67.93,87.79
2025-01-12 00:30:00,23.13,75.51,87.52
2025-01-12 01:00:00,25.31,74.73,90.0
2025-01-12 01:30:00,24.42,77.79,89.87
2025-01-12 02:00:00,27.89,63.67,89.53
2025-01-12 02:30:00,28.51,64.59,89.37
2025-01-12 03:00:00,28.25,65.08,88.88
2025-01-12 03:30:00,27.36,67.19,88.77
2025-01-12 04:00:00,27.75,66.43,88.31
2025-01-12 04:30:00,29.12,65.44,87.85
2025-01-12 05:00:00,28.56,61.41,87.61
2025-01-12 05:30:00,29.94,59.57,87.29
2025-01-12 06:00:00,29.82,67.03,87.07
2025-01-12 06:30:00,28.99,62.42,86.58
2025-01-12 07:00:00,30.56,56.4,86.42
2025-01-12 07:30:00,29.63,70.74,86.16
2025-01-12 08:00:00,29.43,66.84,85.83
2025-01-12 08:30:00,28.84,61.5,85.71
2025-01-12 09:00:00,27.02,69.68,85.22
2025-01-12 09:30:00,28.46,71.4,84.77
2025-01-12 10:00:00,26.71,70.42,84.35
2025-01-12 10:30:00,26.9,65.68,83.86
2025-01-12 11:00:00,25.76,74.62,83.61
2025-01-12 11:30:00,26.06,68.69,83.36
2025-01-12 12:00:00,26.17,69.85,82.91
2025-01-12 12:30:00,24.96,72.08,82.5
2025-01-12 13:00:00,23.38,75.63,82.04
2025-01-12 13:30:00,22.34,81.33,81.74
2025-01-12 14:00:00,22.57,77.14,81.35
